InternationalMaritimeOrganizationNumber,VesselTypeName,VesselStatusName,DeadWeightTonnage,Speed,ManagementcompanyCode,ManagementCompany
9235737,Crude Oil Tanker,In Trading Fleet,319360,15,6139313,Sealion Ship Management Pte Ltd
9235816,Container Ship (Fully Cellular),In Trading Fleet,33817,21,984566,NSB Niederelbe Schiffahrtsgesellschaft mbH & Co KG (NSB Group)
9235828,Container Ship (Fully Cellular),In Trading Fleet,33807,21,984566,NSB Niederelbe Schiffahrtsgesellschaft mbH & Co KG (NSB Group)
9235842,LPG Tanker,In Trading Fleet,5223,14.2,5561211,Anadoluhisari Tankercilik AS
9235854,Bulk Carrier,In Trading Fleet,52510,14,5396830,Campbell Shipping Co Ltd
9235866,Passenger/Ro-Ro Ship (Vehicles),In Trading Fleet,766,37,9991001,Unknown
9235892,Crude Oil Tanker,In Trading Fleet,106208,15,1155822,OSM Ship Management AS
9235945,General Cargo Ship,In Trading Fleet,7528,12,67951,Thalatta Shipping Management SA
9235969,Bulk Carrier,In Trading Fleet,28083,14.3,1916631,Blue Fleet Management Co Ltd
9235983,General Cargo Ship,In Trading Fleet,30586,19.4,5081900,Baltic Mercur JSC
9236004,Crude Oil Tanker,In Trading Fleet,149989,15,6219505,Huihuang Ship Management Ltd
9236016,Crude Oil Tanker,In Trading Fleet,149994,15,6144601,Edge Maritime Inc
9236042,Container Ship (Fully Cellular),In Trading Fleet,35971,21,5883403,Sima Marine India Pvt Ltd
9236078,Open Hatch Cargo Ship,In Trading Fleet,31759,14,1303580,Intership Navigation Co Ltd (ISN)
9236133,Grab Hopper Dredger,In Trading Fleet,10000,10,5622615,Stema Srl
9236145,Deck Cargo Ship,In Trading Fleet,10300,10,9991001,Unknown
9236171,Bulk Carrier,In Trading Fleet,74823,13.5,6090738,Jierui Shipping Co Ltd
9236195,Bulk Carrier,In Trading Fleet,74786,14.5,4059174,Xinliang Shipping Co Ltd of China Grains & Logistics Corp
9236212,Container Ship (Fully Cellular),In Trading Fleet,23722,19.5,6127973,Dalian Zhida Ship Management Co Ltd
9236250,Crude Oil Tanker,In Trading Fleet,305796,15.05,6227200,Marziya Shipping (OPC) Pvt Ltd
9236274,Container Ship (Fully Cellular),In Trading Fleet,12457,19.5,6018202,Conbulk Shipmanagement Corp
9236341,Container Ship (Fully Cellular),In Trading Fleet,17946,18.5,5257016,Harbour-Link Marine Services Sdn Bhd
9236365,Chemical/Products Tanker,In Trading Fleet,44428,14.5,5292320,MSI Ship Management Pte Ltd
9236418,LNG Tanker,In Trading Fleet,77217,16,343225,Empresa Naviera Elcano SA (ENE)
9236420,LNG Tanker,In Trading Fleet,77204,16,5266235,Teekay Shipping (Glasgow) Ltd
9236444,Container Ship (Fully Cellular),In Trading Fleet,23063,19,1822162,ZEABORN Ship Management GmbH & Cie KG
9236511,Container Ship (Fully Cellular),In Trading Fleet,35766,22,5883403,Sima Marine India Pvt Ltd
9236561,Container Ship (Fully Cellular),In Trading Fleet,38968,21.6,1327130,RCL Shipmanagement Pte Ltd
9236614,LNG Tanker,Converting/Rebuilding,72781,19.84,9991001,Unknown
9236626,Gas Processing Vessel,In Trading Fleet,72781,19.8,5420932,BW Fleet Management AS
9236652,Container Ship (Fully Cellular),In Casualty Or Repairing,35976,21.8,6179146,Kontor 17 MPM GmbH
9236688,Container Ship (Fully Cellular),In Trading Fleet,33691,20,1535947,MSC Shipmanagement Ltd
9236690,Container Ship (Fully Cellular),In Trading Fleet,33691,22,1535947,MSC Shipmanagement Ltd
9236729,Products Tanker,In Trading Fleet,34999,14.5,5694749,PT Vektor Maritim
9236731,Chemical/Products Tanker,In Trading Fleet,37345,14.5,5931943,Massi Shipping LLC
9236755,Products Tanker,In Trading Fleet,39443,14.5,33503,Thenamaris (Ships Management) Inc
9236846,Bulk Carrier,In Trading Fleet,31820,13.75,5831793,Zhangjiagang Oceanicwit Shipping Co Ltd
9236975,Products Tanker,In Trading Fleet,34801,14.5,6217279,Sea Trade Marine SA
9236999,Products Tanker,In Trading Fleet,34999,14.5,5676362,Synergy Denmark A/S
9237010,General Cargo Ship,In Trading Fleet,5021,12,235818,Schiffahrtskontor Tom Worden GmbH & Co KG
9237022,General Cargo Ship,In Trading Fleet,5021,11.8,235818,Schiffahrtskontor Tom Worden GmbH & Co KG
9237072,Crude Oil Tanker,In Trading Fleet,299222,13.5,6184274,Sisalana Technik Ltd
9237084,Container Ship (Fully Cellular),In Trading Fleet,30738,21.5,1520088,Wan Hai Lines Ltd
9237096,Container Ship (Fully Cellular),In Trading Fleet,30738,21.5,1520088,Wan Hai Lines Ltd
9237101,Bulk Carrier,In Trading Fleet,50271,14.5,9991001,Unknown
9237113,Bulk Carrier,In Trading Fleet,50316,13.5,1229176,Ranger Marine SA
9237137,Bulk Carrier,In Trading Fleet,50316,14.5,9991001,Unknown
9237151,Container Ship (Fully Cellular),In Trading Fleet,52806,24,1535947,MSC Shipmanagement Ltd
9237163,Products Tanker,In Trading Fleet,4999,8,5830910,Eagle Fleet Management SA
9237175,General Cargo Ship,In Trading Fleet,8758,11.5,1513829,Eastern Dragon Shipping Co Ltd (EDSCO) (Cong Ty Van Tai Bien Dong Long)
9237228,Crude/Oil Products Tanker,In Trading Fleet,105579,14.63,9991001,Unknown
9237280,Bulk Carrier,In Trading Fleet,28287,14,1555295,Shenzhen Shenyue Marine Co Ltd
9237292,General Cargo Ship,In Trading Fleet,6239,10,5498376,Marine Tetis Shipping Co
9237307,Vehicles Carrier,In Trading Fleet,17127,20.4,1546779,Stamco Ship Management Co Ltd
9237319,Vehicles Carrier,In Trading Fleet,17006,20.4,1546779,Stamco Ship Management Co Ltd
9237369,Container Ship (Fully Cellular),In Trading Fleet,11287,15,5451458,Reederei Friedhelm Dede GmbH & Co KG
9237395,Bulk Carrier,In Trading Fleet,28379,13.59,6206141,Asia Pacific Shipping Co Ltd
9237400,General Cargo Ship,In Trading Fleet,7568,12,67951,Thalatta Shipping Management SA
9237412,Crude Oil Tanker,In Trading Fleet,105051,15,43218,The Great Eastern Shipping Co Ltd (G E Shipping)
9237486,Container Ship (Fully Cellular),In Trading Fleet,41748,22.5,555567,Far-Eastern Shipping Company Plc (FESCO) (Dalnevostochnoye Morskoye Parokhodstvo)
9237539,Crude Oil Tanker,In Trading Fleet,298414,13,6115233,Shanghai Tucson Roy Ship Management Co Ltd
9237618,Crude Oil Tanker,In Trading Fleet,105716,14,6247848,Symphony Ship Management Inc
9237620,Crude Oil Tanker,In Trading Fleet,318778,15.2,6137056,Singapore Strait Shipmanager Pte Ltd
9237711,Chemical/Products Tanker,In Trading Fleet,4298,11.5,5563968,Nayada Co Ltd
9237747,LPG Tanker,In Trading Fleet,26616,16.7,3008137,Exmar Shipmanagement BV
9237773,Crude Oil Tanker,In Trading Fleet,316808,12.5,1708734,Mideast Ship Management Ltd (JLT)
9237864,Chemical/Products Tanker,In Trading Fleet,4307,13,294702,Christiania Shipping A/S
9237876,General Cargo Ship,In Trading Fleet,5408,14,5993758,Marintrust Ltd
9237888,Bulk Carrier,In Trading Fleet,46683,13.9,5121821,Gulmar Denizcilik Nakliyat ve Ticaret AS
9237931,General Cargo Ship,In Trading Fleet,5630,15.5,9991001,Unknown
9238040,LNG Tanker,In Trading Fleet,75074,19.5,20825,Wilhelmsen Ship Management Sdn Bhd
9238064,Container Ship (Fully Cellular),In Trading Fleet,17254,19.3,4068111,Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS)
9238129,LPG Tanker,In Trading Fleet,4867,14.3,5399247,Shanghai Huachen Shipping Co Ltd
9238167,Container Ship (Fully Cellular),In Trading Fleet,30234,22.2,1520088,Wan Hai Lines Ltd
9238179,Container Ship (Fully Cellular),In Trading Fleet,30240,22.2,5762592,Wallem Shipmanagement Singapore Pte Ltd
9238181,Container Ship (Fully Cellular),In Trading Fleet,30246,22.2,1520088,Wan Hai Lines Ltd
9238234,Bulk Carrier,In Trading Fleet,52551,14,4059174,Xinliang Shipping Co Ltd of China Grains & Logistics Corp
9238296,Bulk Carrier,In Trading Fleet,75894,13.9,1001341,Asahi Shipping Co Ltd (Asahi Kaiun KK)
9238313,Bulk Carrier,In Trading Fleet,34655,14.5,313725,PT Salam Pacific Indonesia Lines
9238325,Bulk Carrier,In Trading Fleet,34676,14.5,5899868,Liberty Navigation Co Ltd
9238351,General Cargo Ship,In Trading Fleet,8930,15,5909919,Liberty Blue Shipmanagement GmbH & Co KG
9238363,General Cargo Ship,In Trading Fleet,8930,15,5909919,Liberty Blue Shipmanagement GmbH & Co KG
9238387,General Cargo Ship,In Trading Fleet,3193,11,1942522,Baltnautic Shipping Ltd
9238404,General Cargo Ship,In Trading Fleet,4530,9.5,1083834,Hagland Shipping AS
9238545,Bulk Carrier,In Trading Fleet,46708,14.3,5459039,Gulf Maritime Shipmanagement Co
9238595,Wood Chips Carrier,In Trading Fleet,54086,14.5,5785949,Orion Ship Management Pte Ltd
9238600,Container Ship (Fully Cellular),In Trading Fleet,18830,18.3,29554,Pacific International Lines (Pte) Ltd
9238612,Container Ship (Fully Cellular),In Trading Fleet,18872,18.3,29554,Pacific International Lines (Pte) Ltd
9238674,Bulk Carrier,In Trading Fleet,28740,15.3,544545,Alloceans Shipping Co Ltd
9238686,Container Ship (Fully Cellular),In Trading Fleet,16794,20,1346032,Jungerhans Maritime Services GmbH & Co KG
9238698,Container Ship (Fully Cellular),In Trading Fleet,16824,20,6018202,Conbulk Shipmanagement Corp
9238703,Refrigerated Cargo Ship,In Trading Fleet,7748,17,9991001,Unknown
9238753,Container Ship (Fully Cellular),In Trading Fleet,50800,24.39,5427869,CMA Ships SAS
9238791,Container Ship (Fully Cellular),In Trading Fleet,50900,23.3,6018202,Conbulk Shipmanagement Corp
9238806,Container Ship (Fully Cellular),In Trading Fleet,50900,23.3,1866381,Orient Express Ship Management Ltd
9238820,General Cargo Ship,In Trading Fleet,30018,18.1,1822162,ZEABORN Ship Management GmbH & Cie KG
9238856,Crude Oil Tanker,Converting/Rebuilding,308875,13,9991001,Unknown
9238870,Container Ship (Fully Cellular),In Trading Fleet,16696,19.5,1618912,Shinline Sdn Bhd
9238882,Container Ship (Fully Cellular),In Casualty Or Repairing,16742,19.5,9991001,Unknown
9238959,LPG Tanker,In Trading Fleet,4313,14.5,9991001,Unknown
9239458,Bulk Carrier,In Trading Fleet,25565,14.1,5825809,LLC TK Nord Project
9239460,Chemical/Products Tanker,In Trading Fleet,40165,14.5,6107675,Miracle Shipman Ltd
9239472,Chemical/Products Tanker,In Trading Fleet,40166,14.5,6107675,Miracle Shipman Ltd
9239628,Crude Oil Tanker,To Be Broken Up,69608.8,14.73,9991001,Unknown
9239642,Products Tanker,In Trading Fleet,37256,15,1167683,Vietnam Petroleum Transport JSC (VIPCO)
9239678,Products Tanker,In Trading Fleet,1933,12,9991001,Unknown
9239733,Container Ship (Fully Cellular),In Trading Fleet,34019,21,778064,Columbia Shipmanagement Ltd
9239800,Bulk Carrier,In Trading Fleet,26737,14.13,81092,Navarone SA
9239812,Bulk Carrier,In Trading Fleet,26735,13,81092,Navarone SA
9239848,Crude Oil Tanker,In Trading Fleet,150103,15,1313802,V Ships Norway AS
9239850,Container Ship (Fully Cellular),In Trading Fleet,20979,20,9991001,Unknown
9239874,Container Ship (Fully Cellular),In Trading Fleet,20944,20,1112323,APL Maritime Ltd
9239886,Container Ship (Fully Cellular),In Trading Fleet,34589,22.1,5722291,Goldenport Marine (Cyprus) Ltd
9239927,Crude Oil Tanker,In Trading Fleet,99999,12,1560327,Red Sea Marine Services LLC (DMCC)
9239939,Crude/Oil Products Tanker,In Trading Fleet,105328,11.5,1560327,Red Sea Marine Services LLC (DMCC)
9239977,Chemical/Products Tanker,In Trading Fleet,46764,13.3,1898811,Columbia Shipmanagement (Deutschland) GmbH
9240055,General Cargo Ship,In Trading Fleet,11908,12.9,5666295,Han Ship Management Pte Ltd
9240079,Bulk Carrier,In Trading Fleet,50777,14.5,9991001,Unknown
9240146,LPG Tanker,In Trading Fleet,9352,16.5,1704039,Transgas Shipping Lines SAC
9240172,Products Tanker,In Trading Fleet,109250,11.5,1560327,Red Sea Marine Services LLC (DMCC)
9240196,Products Tanker,In Trading Fleet,8067,12.34,560854,Societe d'Armement et de Transport (SOCATRA)
9240407,Crude Oil Tanker,In Trading Fleet,105857,15,95763,Arab Maritime Petroleum Transport Co (AMPTC)
9240419,LPG Tanker,In Trading Fleet,54999,16.5,6042715,Marline Marine Shipmanagement Pvt Ltd
9240421,LPG Tanker,In Trading Fleet,58814,16.75,5736738,PG Shipmanagement Pte Ltd
9240433,Bulk/Oil Carrier (OBO),In Trading Fleet,120670,15.2,9991001,Unknown
9240445,Bulk/Oil Carrier (OBO),In Trading Fleet,120499,15.2,5496410,OSM Bergen Tank AS
9240457,Container Ship (Fully Cellular),In Trading Fleet,11655,17,1327130,RCL Shipmanagement Pte Ltd
9240471,General Cargo Ship,In Trading Fleet,10643,14.78,5259220,ARA Ship Management BV
9240512,Crude Oil Tanker,In Trading Fleet,306314,15.05,6207391,Derecttor Co Ltd
9240524,General Cargo Ship,In Trading Fleet,11600,13,6160937,Bright Concord Inc Ltd
9240536,General Cargo Ship,In Trading Fleet,11600,14.5,1513829,Eastern Dragon Shipping Co Ltd (EDSCO) (Cong Ty Van Tai Bien Dong Long)
9240550,General Cargo Ship,In Trading Fleet,10517,14,555641,Joint Stock Northern Shipping Co (A/O 'Severnoye Morskoye Parokhodstvo') (NSC ARKHANGELSK)
9240706,Products Tanker,In Trading Fleet,37164,14.5,1537400,Emirates Shipping Co LLC
9240718,Chemical/Products Tanker,In Trading Fleet,37155,14.5,1984303,PT Waruna Nusa Sentana
9240732,General Cargo Ship,In Trading Fleet,1850,9.5,5686531,Baltnautic Shipmanagement Ltd
9240744,General Cargo Ship,In Trading Fleet,1700,9.5,9991001,Unknown
9240794,Bulk Carrier,In Trading Fleet,50363,14.15,9991001,Unknown
9240809,Bulk Carrier,In Trading Fleet,52466,13.86,9991001,Unknown
9240847,Products Tanker,In Trading Fleet,47141,13.52,1625256,Sanmar Shipping Ltd
9240873,Container Ship (Fully Cellular),In Trading Fleet,34622,22.1,5917471,Thomas Schulte Ship Management GmbH & Co KG
9240897,Chemical/Products Tanker,In Trading Fleet,46317,14.66,6165028,Seawin Shipping Co Ltd
9240902,Products Tanker,In Trading Fleet,2201,12.5,1985071,KK DCAM
9240914,Chemical/Products Tanker,In Trading Fleet,10280,13.5,5607318,Zen Shipping & Port India Pvt Ltd
9240938,General Cargo Ship,In Trading Fleet,5664,16.5,1150115,PT Tanto Intim Line
9240976,Vehicles Carrier,In Trading Fleet,6850,20,5326424,Neptune Lines Shipping & Managing Enterprises SA
9241102,Crude Oil Tanker,In Trading Fleet,319012,15.5,9991001,Unknown
9241114,Crude Oil Tanker,In Trading Fleet,319175,13,6194001,Bon Trading Co Ltd
9241176,LPG Tanker,In Trading Fleet,3856,13.5,5486413,Nhat Viet Transportation Corp (NV Trans Corp)
9241190,Container Ship (Fully Cellular),In Trading Fleet,39358,21.8,5797164,Wilhelmsen Ahrenkiel Ship Management GmbH & Co KG
9241267,LNG Tanker,In Trading Fleet,79822,19.7,5702577,NLNG Ship Management Ltd
9241281,Container Ship (Fully Cellular),In Trading Fleet,75898,24.5,344771,Evergreen Marine Corp (Taiwan) Ltd (EVERGREEN LINE)
9241358,Bulk Carrier,In Trading Fleet,50296,14.9,5726816,Iskenderun Gemi Isletmeciligi Ltd Sti
9241372,Cement Carrier,In Trading Fleet,3872,10,4017291,Ambuja Cements Ltd
9241475,Container Ship (Fully Cellular),In Trading Fleet,33767,22,1535947,MSC Shipmanagement Ltd
9241499,Products Tanker,In Trading Fleet,1892,12.7,252008,Myojin Kaiun KK
9241669,Bulk Carrier,In Trading Fleet,185909,14.5,1644009,Fairmont Shipping (Canada) Ltd
9241695,Chemical/Products Tanker,In Trading Fleet,37297,14.5,984566,NSB Niederelbe Schiffahrtsgesellschaft mbH & Co KG (NSB Group)
9241798,Chemical/Products Tanker,In Trading Fleet,40248,15,192468,Chemikalien Seetransport GmbH
9241803,Chemical/Products Tanker,In Trading Fleet,39999,13,1482817,Akar Deniz Tasimaciligi ve Ticaret AS
9241815,Chemical/Products Tanker,In Trading Fleet,40083,15.5,6215374,STS Marine Management Pvt Ltd
9241827,Chemical/Products Tanker,In Trading Fleet,40081,15,5811858,Atlantic Ship Management Ltd
9241918,Container Ship (Fully Cellular),In Trading Fleet,35814,22,9991001,Unknown
9241932,Refrigerated Cargo Ship,In Trading Fleet,5035,14.5,9991001,Unknown
9242118,Crude Oil Tanker,In Trading Fleet,113013,15,6219142,Alya Marine Sdn Bhd
9242120,Crude Oil Tanker,In Trading Fleet,113033,15,6174542,Vika Line Marine Services Pvt Ltd
9242144,Products Tanker,In Trading Fleet,5565,14.5,186107,Asahi Tanker Co Ltd
9242156,Products Tanker,In Trading Fleet,46001,14.9,5022374,Seven Islands Shipping Ltd
9242209,LPG Tanker,In Trading Fleet,28095,16.5,9991001,Unknown
9242211,Crude Oil Tanker,In Trading Fleet,104707,15.2,5694749,PT Vektor Maritim
9242223,Crude Oil Tanker,In Trading Fleet,104707,15.2,5531035,Alpha Shipmanagement Pte Ltd
9242297,Container Ship (Fully Cellular),In Trading Fleet,17290,19,4068111,Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS)
9242405,General Cargo Ship,In Trading Fleet,1540,12.5,9991001,Unknown
9242443,Chemical/Products Tanker,In Trading Fleet,44485,14.5,1257390,Mediterranea di Navigazione SpA
9242481,Products Tanker,In Trading Fleet,37296,14.5,5694491,Aurum Ship Management FZC
9242546,Bulk Carrier,In Trading Fleet,28460,14,5562576,Fgas Petrol JSC
9242558,Container Ship (Fully Cellular),In Trading Fleet,11287,15,6052981,F&L Schifffahrt GmbH & Co KG
9242572,Container Ship (Fully Cellular),In Trading Fleet,8293,18.3,6103638,Great Honor International Ship Management Co Ltd
9242601,Container Ship (Fully Cellular),In Trading Fleet,7977,18,5257016,Harbour-Link Marine Services Sdn Bhd
9242651,Container Ship (Fully Cellular),In Trading Fleet,22308,21.2,1535947,MSC Shipmanagement Ltd
9243033,Crude Oil Tanker,In Trading Fleet,113913,14,52882,The Shipping Corporation of India Ltd (SCI)
9243148,LNG Tanker,In Trading Fleet,77410,19.5,5420932,BW Fleet Management AS
9243150,Crude Oil Tanker,In Trading Fleet,298555,13.5,5694749,PT Vektor Maritim
9243203,Container Ship (Fully Cellular),In Trading Fleet,40478,22.5,546467,Lomar Shipping Ltd
9243239,Container Ship (Fully Cellular),In Trading Fleet,33795,21.7,5559581,SITC Shipping Management (Shanghai) Co Ltd
9243241,Container Ship (Fully Cellular),In Trading Fleet,33691,21.7,5559581,SITC Shipping Management (Shanghai) Co Ltd
9243253,Bulk Carrier,In Trading Fleet,18712,13,6144336,Adtor Denizcilik Tasimacilik ve Dis Ticaret AS
9243306,Container Ship (Fully Cellular),In Trading Fleet,52785,24,5880559,V Ships (Shanghai) Ltd
9243320,Crude/Oil Products Tanker,In Trading Fleet,99999,14.53,310062,TORM A/S
9243382,Chemical/Products Tanker,In Trading Fleet,16882,14.5,5200153,De Poli Shipmanagement
9243409,Container Ship (Fully Cellular),In Trading Fleet,105436,24.7,4115119,Fleet Ship Management Pte Ltd
9243459,Bulk Carrier,In Trading Fleet,52489,14.15,5523521,The India Cements Ltd
9243502,Bulk Carrier,In Trading Fleet,76662,14.5,5831793,Zhangjiagang Oceanicwit Shipping Co Ltd
9243526,Bulk Carrier,In Trading Fleet,52512,14.6,5468417,Hong Kong Shun Xin Marine Ltd
9243849,Heavy Load Carrier,In Trading Fleet,11350,16.5,146835,Kahn Scheepvaart BV (Kahn Shipping Ltd)
9243887,General Cargo Ship,In Trading Fleet,3002,12,9991001,Unknown
9243899,General Cargo Ship,In Trading Fleet,5751,12.2,5269773,Vaage Ship Management AS
9244075,Bulk Carrier,In Trading Fleet,20002,14,1585351,New Kronos Star Maritime Co SA
9244130,Container Ship (Fully Cellular),In Trading Fleet,38261,21.8,375163,Matson Navigation Co Inc
9244207,Container Ship (Fully Cellular),In Trading Fleet,7997,18,6127973,Dalian Zhida Ship Management Co Ltd
9244245,Bulk Carrier,In Trading Fleet,51024,14.5,5935111,Worldera Corporation Pte Ltd
9244257,Bulk Carrier,In Trading Fleet,36489,13.8,522961,Anglo-Eastern Ship Management Ltd
9244374,Chemical/Products Tanker,In Trading Fleet,17396,14,5528362,Global Marine Ship Management Co Ltd
9244386,Chemical/Products Tanker,In Trading Fleet,12499,13,5652407,Eastern Tanker Co Ltd
9244403,LPG Tanker,In Trading Fleet,3598,11.8,5151074,NDSM Co Ltd
9244415,LPG Tanker,In Trading Fleet,3844,13.5,5710461,PT Cipta Samudera Shipping Line
9244441,Chemical/Products Tanker,In Trading Fleet,35676,15.2,261006,Ottavio Novella SpA
9244556,General Cargo Ship,In Trading Fleet,30151,18.1,1822162,ZEABORN Ship Management GmbH & Cie KG
9244673,Crude Oil Tanker,In Trading Fleet,193048,15.1,1916469,Alaska Tanker Co LLC
9244817,Bulk Carrier,In Trading Fleet,75926,14.05,1834165,Executive Ship Management Pte Ltd
